time,timestamp,checkoutservice_currencyservice,frontend_checkoutservice,adservice_mysql,cartservice_redis-cart,productcatalogservice_mysql,checkoutservice_paymentservice,checkoutservice_shippingservice,frontend_recommendationservice,frontend_adservice,frontend_shippingservice,frontend_productcatalogservice,frontend_currencyservice,recommendationservice_productcatalogservice,checkoutservice_cartservice,frontend_cartservice,checkoutservice_emailservice,checkoutservice_productcatalogservice,gateway_nats
2022-08-20 09:32:30.41550377 +0000 UTC m=+600.769687775,1660987950,0.007499999999999999,0.25,8.736,0.6682666666666667,15.371866666666667,0.004,0.003666666666666667,0.02144736842105263,0.020528846153846154,0.0045,0.004940789473684211,0.023706896551724144,0.008658536585365853,0.006666666666666666,0.0066875,0.008,0.0061111111111111106,0.0228
2022-08-20 09:33:30.222498089 +0000 UTC m=+660.576682104,1660988010,0.004,0.225,7.644,0.6712666666666667,15.143333333333334,0.004333333333333333,0.0038571428571428567,0.020375,0.020294117647058824,0.0033478260869565218,0.003904884318766067,0.008920454545454546,0.008826530612244898,0.007222222222222222,0.003945945945945947,0.0075,0.005833333333333333,0.020666666666666667
2022-08-20 09:34:30.20556818 +0000 UTC m=+720.559752185,1660988070,0.007499999999999998,0.175,7.728,0.7107333333333333,15.141200000000001,0.005,0.0036666666666666666,0.02136363636363636,0.0211,0.005,0.004583783783783784,0.00897163120567376,0.00915,0.005,0.005119047619047619,0.005,0.005625,0.019600000000000003
2022-08-20 09:35:30.139165147 +0000 UTC m=+780.493349152,1660988130,0.0044,0.2125,8.148,0.6143333333333334,13.8184,0.004333333333333333,0.0038571428571428567,0.02185,0.02,0.0038,0.004485915492957746,0.008018867924528302,0.009130434782608695,0.00625,0.006615384615384615,0.006875,0.0075,0.0228
2022-08-20 09:36:30.590605182 +0000 UTC m=+840.944789187,1660988190,0.0425,0.25,8.652,0.6998666666666666,15.523733333333334,0.0045,0.0035454545454545456,0.02003676470588235,0.020394736842105264,0.0035454545454545456,0.00382903981264637,0.008338509316770186,0.00820754716981132,0.0061111111111111106,0.0061184210526315785,0.007083333333333334,0.005625,0.0228
2022-08-20 09:37:30.246376751 +0000 UTC m=+900.600560756,1660988250,0.005,0.3125,8.064,0.6217333333333334,16.776266666666665,0.0067857142857142855,0.003999999999999999,0.02254807692307692,0.020613207547169814,0.0035263157894736847,0.00432934131736527,0.009476190476190478,0.008872549019607844,0.005,0.004375,0.0067857142857142855,0.0048,0.0213
2022-08-20 09:38:30.121330374 +0000 UTC m=+960.475514380,1660988310,0.021249999999999995,0.2,7.392,0.7471333333333333,14.953866666666666,0.00625,0.004,0.02125,0.02018867924528302,0.004300000000000001,0.004299019607843137,0.0077777777777777776,0.008365384615384615,0.0075,0.004527777777777778,0.0075,0.004200000000000001,0.0212
2022-08-20 09:39:30.229141064 +0000 UTC m=+1020.583325093,1660988370,0.05,0.25,8.652,0.7188,15.887066666666668,0.0035,0.0035,0.020846153846153848,0.019910714285714285,0.0035714285714285718,0.004161458333333334,0.009194915254237289,0.00875,0.007,0.006081081081081081,0.0075,0.0067857142857142855,0.0228
2022-08-20 09:40:30.301491292 +0000 UTC m=+1080.655675298,1660988430,0.025,0.1,4.704,0.4492,9.402933333333333,0.003,0.0036666666666666666,0.021341463414634148,0.01932432432432432,0.005833333333333333,0.007618055555555555,0.012869565217391306,0.00826923076923077,0.006666666666666666,0.007458333333333334,0.01,0.003,0.0228
2022-08-20 09:41:30.403352709 +0000 UTC m=+1140.757536731,1660988490,0.008333333333333331,0.09375,4.956,0.48146666666666665,11.236,0.0036666666666666666,0.0032857142857142855,0.024391891891891893,0.020945945945945944,0.005,0.007885117493472586,0.010421348314606742,0.009428571428571429,0.003461538461538461,0.005980392156862745,0.004200000000000001,0.003181818181818182,0.0228
2022-08-20 09:42:30.50577201 +0000 UTC m=+1200.859956023,1660988550,0.0034000000000000002,0.175,5.46,0.4816666666666667,9.9948,0.005,0.005,0.021333333333333333,0.02171875,0.005625,0.007744413407821229,0.011225961538461539,0.008642857142857143,0.0075,0.007335526315789475,0.005,0.006666666666666666,0.0228
2022-08-20 09:43:30.222107286 +0000 UTC m=+1260.576291302,1660988610,0.003916666666666666,0.175,4.956,0.4080666666666667,10.707333333333334,0.0046,0.00325,0.022708333333333337,0.02361111111111111,0.00475,0.007931818181818182,0.015117647058823529,0.009166666666666668,0.0055,0.007464285714285714,0.0075,0.005,0.019600000000000003
2022-08-20 09:44:30.219735368 +0000 UTC m=+1320.573919373,1660988670,0.025,0.2125,7.308,0.627,16.129066666666667,0.003,0.0034000000000000002,0.020833333333333336,0.02196808510638298,0.00316,0.00384688995215311,0.008038461538461538,0.008480392156862745,0.004,0.004932203389830509,0.005,0.004555555555555556,0.0228
2022-08-20 09:45:30.138039626 +0000 UTC m=+1380.492223631,1660988730,0.0075,0.125,7.728,0.5919333333333333,14.716133333333334,0.003,0.0032222222222222222,0.0213671875,0.019954545454545454,0.0044,0.004162679425837321,0.008422131147540984,0.009021739130434784,0.0038571428571428567,0.006475903614457831,0.005833333333333333,0.004,0.019600000000000003
2022-08-20 09:46:30.337470729 +0000 UTC m=+1440.691654742,1660988790,0.009166666666666668,0.25,7.644,0.6274,14.326533333333332,0.005833333333333333,0.005833333333333333,0.02003846153846154,0.019051724137931034,0.0037272727272727275,0.0044761904761904765,0.024791666666666667,0.0084375,0.0064285714285714285,0.0059375,0.006875,0.006875,0.0228
2022-08-20 09:47:30.267695439 +0000 UTC m=+1500.621879444,1660988850,0.008333333333333333,0.15,8.484,0.6919333333333333,15.0468,0.0035,0.003,0.023316326530612243,0.02018867924528302,0.003823529411764706,0.004234285714285715,0.007420634920634921,0.009878048780487805,0.0037500000000000003,0.0038461538461538464,0.006875,0.005,0.0228
2022-08-20 09:48:30.134688551 +0000 UTC m=+1560.488872563,1660988910,0.0045,0.175,7.896,0.6842666666666667,15.044,0.0034000000000000002,0.003666666666666667,0.021919642857142856,0.020949999999999996,0.004222222222222223,0.004657320872274143,0.009642857142857142,0.009144736842105265,0.007222222222222224,0.004770491803278688,0.005,0.005833333333333333,0.0213
2022-08-20 09:49:30.386146454 +0000 UTC m=+1620.740330460,1660988970,0.003,0.19375,0.924,0.4348,5.9604,0.003,0.003,0.0214,0.018333333333333337,0.003357142857142857,0.003916666666666666,0.006569148936170213,0.008645833333333332,0.005,0.006611111111111111,0.0075,0.004,0.0228
2022-08-20 09:50:30.228831857 +0000 UTC m=+1680.583015873,1660989030,0.0175,0.2125,1.512,0.41146666666666665,8.029066666666667,0.0038000000000000004,0.003333333333333333,0.01925,0.01838235294117647,0.0036153846153846154,0.00398,0.007125984251968504,0.007826086956521738,0.005,0.005792682926829268,0.007083333333333334,0.003842105263157895,0.0228
2022-08-20 09:51:30.403074026 +0000 UTC m=+1740.757258032,1660989090,0.0036666666666666666,0.25,0.924,0.3538,7.183866666666667,0.004333333333333333,0.004333333333333333,0.0221875,0.024166666666666663,0.003588235294117647,0.004056338028169014,0.009233333333333333,0.01,0.005,0.004555555555555556,0.005833333333333333,0.00375,0.0228
2022-08-20 09:52:30.126876995 +0000 UTC m=+1800.481061000,1660989150,0.004636363636363636,0.175,7.896,0.7483333333333334,14.357733333333334,0.004,0.0034000000000000002,0.02064516129032258,0.019406779661016952,0.003666666666666667,0.0045075987841945294,0.008412408759124088,0.00875,0.0064285714285714285,0.006746987951807229,0.0075,0.007083333333333334,0.0228
2022-08-20 09:53:30.437918604 +0000 UTC m=+1860.792102625,1660989210,0.005,0.19,8.148,0.6302000000000001,16.06093333333333,0.005833333333333333,0.0041111111111111105,0.01929577464788733,0.02018867924528302,0.003434782608695652,0.004801282051282051,0.008452380952380953,0.008773584905660376,0.00625,0.006772151898734177,0.0075,0.0065625,0.0228
2022-08-20 09:54:30.21784408 +0000 UTC m=+1920.572028092,1660989270,0.013749999999999998,0.3125,8.232,0.6472,14.782133333333332,0.003,0.003,0.0215,0.020416666666666666,0.0034761904761904765,0.004057071960297767,0.0061007462686567164,0.0090625,0.0034000000000000002,0.0039382716049382715,0.00625,0.006666666666666667,0.0228
2022-08-20 09:55:30.47277518 +0000 UTC m=+1980.826959203,1660989330,0.013750000000000002,0.2,7.812,0.48319999999999996,15.123466666666667,0.0075,0.003666666666666667,0.0209375,0.019807692307692307,0.0032,0.0039101123595505615,0.00834033613445378,0.00903061224489796,0.00625,0.004193548387096774,0.0075,0.0075,0.0228
2022-08-20 09:56:30.387783849 +0000 UTC m=+2040.741967854,1660989390,0.006,0.25,8.316,0.6365333333333333,14.909866666666666,0.005,0.0036666666666666666,0.0197265625,0.021666666666666664,0.0034545454545454545,0.0041191135734072026,0.009242424242424243,0.008284313725490197,0.0071428571428571435,0.0062676056338028165,0.006666666666666666,0.005,0.019600000000000003
2022-08-20 09:57:30.646943625 +0000 UTC m=+2101.001127638,1660989450,0.003,0.175,5.628,0.5132666666666666,11.2736,0.0036666666666666666,0.0036666666666666666,0.020799999999999996,0.020576923076923076,0.005961538461538462,0.006991978609625669,0.00894927536231884,0.007965116279069769,0.0075,0.007089041095890411,0.0075,0.0065,0.0228
2022-08-20 09:58:30.260837226 +0000 UTC m=+2160.615021231,1660989510,0.0036153846153846154,0.08333333333333333,5.46,0.5335333333333333,11.645466666666668,0.0035,0.0035,0.02040816326530612,0.021854838709677415,0.004666666666666666,0.007004504504504505,0.009385593220338983,0.008511904761904762,0.0035,0.006567796610169491,0.00625,0.004,0.020666666666666667
2022-08-20 09:59:30.450639266 +0000 UTC m=+2220.804823270,1660989570,0.003,0.19,4.956,0.6032666666666666,9.748533333333333,0.0036666666666666666,0.0032857142857142855,0.023421052631578947,0.02,0.004846153846153846,0.007084527220630372,0.00873397435897436,0.009821428571428571,0.0036666666666666666,0.005638297872340425,0.003,0.0034000000000000002,0.02
2022-08-20 10:00:30.510122878 +0000 UTC m=+2280.864306883,1660989630,0.0047777777777777775,0.175,8.232,0.5070666666666667,16.478933333333334,0.004333333333333333,0.0035,0.02137931034482759,0.02203488372093023,0.0030625,0.004190476190476191,0.008046218487394959,0.008863636363636363,0.004333333333333333,0.006385135135135135,0.008125,0.0034000000000000002,0.02152
2022-08-20 10:01:30.453200967 +0000 UTC m=+2340.807384982,1660989690,0.005,0.3333333333333333,7.56,0.6528666666666667,15.6692,0.0035,0.0035,0.020204918032786887,0.019776785714285715,0.0035000000000000005,0.00459375,0.01529411764705882,0.008833333333333334,0.006875,0.006746987951807229,0.006875,0.0044,0.0228
2022-08-20 10:02:30.423353461 +0000 UTC m=+2400.777537465,1660989750,0.009166666666666668,0.2125,7.224,0.6407333333333334,17.110533333333333,0.006,0.004200000000000001,0.02137096774193548,0.02,0.0039000000000000003,0.004349862258953168,0.008613013698630136,0.0084375,0.003461538461538461,0.0051960784313725495,0.007,0.00575,0.0228
2022-08-20 10:03:30.33469724 +0000 UTC m=+2460.688881244,1660989810,0.01,0.1875,8.064,0.6720666666666667,16.023333333333333,0.005625,0.003333333333333333,0.021198630136986304,0.01986111111111111,0.00412,0.004512690355329949,0.008642241379310345,0.009150943396226413,0.0045,0.004567567567567567,0.005625,0.006388888888888889,0.02
2022-08-20 10:04:30.340886147 +0000 UTC m=+2520.695070160,1660989870,0.00875,,8.316,0.6028,15.975066666666667,0.0035,0.003,0.01984375,0.020086206896551724,0.0037,0.004416666666666667,0.008217391304347826,0.008227272727272727,0.005,0.006472602739726027,0.0075,0.004,0.0228
2022-08-20 10:05:30.236494028 +0000 UTC m=+2580.590678033,1660989930,0.055,0.25,7.56,0.8762666666666666,14.797066666666668,0.003,0.003,0.020909090909090912,0.019568965517241382,0.003357142857142857,0.004277108433734939,0.008060344827586207,0.008464912280701753,0.005,0.0057692307692307696,0.0075,0.003999999999999999,0.0228
2022-08-20 10:06:30.298405649 +0000 UTC m=+2640.652589661,1660989990,0.0034000000000000002,0.375,6.804,0.7212666666666666,9.431333333333335,0.003,0.003,0.019347826086956524,0.020988372093023254,0.003888888888888889,0.006416184971098266,0.008741007194244603,0.008173076923076924,0.003,0.0054741379310344835,0.003,0.003,0.0228
2022-08-20 10:07:30.336258382 +0000 UTC m=+2700.690442395,1660990050,0.003999999999999999,0.2125,6.804,0.5392666666666667,12.453066666666668,0.004,0.0034000000000000002,0.019905660377358494,0.02115853658536585,0.005277777777777778,0.006566455696202532,0.009173553719008265,0.008255813953488372,0.008,0.005531914893617021,0.0075,0.007,0.019600000000000003
2022-08-20 10:08:30.429789809 +0000 UTC m=+2760.783973832,1660990110,0.005,0.5,4.872,0.565,7.382533333333334,0.003,0.003,0.019545454545454546,0.0205,0.00425,0.007017241379310345,0.02058823529411766,0.007777777777777778,0.005,0.007182539682539682,0.0075,0.003,0.0212
2022-08-20 10:09:30.200687695 +0000 UTC m=+2820.554871709,1660990170,0.05277777777777778,0.25,8.148,0.6228666666666667,14.401733333333334,0.0035,0.0035,0.01957692307692308,0.02125,0.003625,0.004223719676549865,0.008847826086956521,0.008392857142857143,0.005833333333333333,0.00646875,0.006875,0.005,0.0228
2022-08-20 10:10:30.491095231 +0000 UTC m=+2880.845279237,1660990230,0.004200000000000001,0.175,7.896,0.6781333333333334,14.516,0.00625,0.003,0.022763157894736843,0.024013157894736844,0.004428571428571428,0.005290909090909091,0.009092592592592591,0.008928571428571428,0.00625,0.005588235294117647,0.00625,0.00625,0.0228
2022-08-20 10:11:30.17631809 +0000 UTC m=+2940.530502106,1660990290,0.0035714285714285713,0.375,8.064,0.625,18.008266666666668,0.003,0.003,0.020522388059701493,0.02027777777777778,0.0034166666666666664,0.00410077519379845,0.0075707547169811314,0.008526785714285714,0.005,0.006056338028169014,0.005,0.003,0.02
2022-08-20 10:12:30.402284052 +0000 UTC m=+3000.756468058,1660990350,0.00625,0.25,6.972,0.7419333333333333,12.537466666666667,0.01,0.0036666666666666666,0.02095238095238095,0.02078125,0.0036956521739130435,0.004261707988980717,0.01455357142857144,0.008404255319148936,0.0071428571428571435,0.0064383561643835616,0.0075,0.005625,0.0228
2022-08-20 10:13:30.183191523 +0000 UTC m=+3060.537375528,1660990410,0.0038571428571428567,0.25,8.316,0.7651333333333333,15.9176,0.003,0.0036666666666666666,0.020880281690140844,0.022333333333333337,0.0038181818181818187,0.0039519650655021835,0.007881679389312977,0.008836206896551724,0.006666666666666666,0.004416666666666666,0.005,0.006666666666666667,0.019600000000000003
2022-08-20 10:14:30.539166279 +0000 UTC m=+3120.893350313,1660990470,0.025,0.3125,8.232,0.8234666666666667,16.023333333333333,0.004,0.0034000000000000002,0.023157894736842103,0.021105769230769234,0.0035454545454545456,0.0042039312039312045,0.007110091743119266,0.009928571428571427,0.005,0.004220779220779221,0.004,0.0035454545454545456,0.0228
2022-08-20 10:15:30.322851144 +0000 UTC m=+3180.677035148,1660990530,0.003,0.075,2.1,0.17206666666666667,3.0486666666666666,0.003,0.003,0.022272727272727274,0.029166666666666664,0.006666666666666666,0.0075,0.008888888888888889,0.008461538461538461,0.005,0.006904761904761905,0.0175,0.00625,0.0213
2022-08-20 10:16:30.334004423 +0000 UTC m=+3240.688188427,1660990590,0.003,0.175,2.772,0.1598,4.118133333333334,0.003,0.003,0.0209375,0.021666666666666664,0.0046,0.007433862433862433,0.008373015873015874,0.009,0.0075,0.0075,0.003,0.003,0.019600000000000003
2022-08-20 10:17:30.292517508 +0000 UTC m=+3300.646701529,1660990650,0.005,0.175,2.772,0.13319999999999999,4.6596,0.0075,0.0075,0.029464285714285714,0.020625,0.005,0.007322834645669291,0.008536585365853657,0.0115,0.0075,0.0061764705882352946,0.0075,0.0075,0.021733333333333334
2022-08-20 10:18:30.34556653 +0000 UTC m=+3360.699750535,1660990710,0.005,0.1375,8.064,0.6786,14.997866666666667,0.003,0.003,0.02119230769230769,0.02044117647058824,0.0032424242424242424,0.004329842931937173,0.0076500000000000005,0.008508771929824561,0.0075,0.006956521739130436,0.01,0.003,0.019600000000000003
2022-08-20 10:19:30.496002253 +0000 UTC m=+3420.850186258,1660990770,0.0075,0.29166666666666663,8.316,0.575,17.075066666666665,0.0036666666666666666,0.003,0.021484375,0.02125,0.004333333333333334,0.004122891566265061,0.009364406779661017,0.009264705882352942,0.006,0.006522988505747127,0.006666666666666666,0.006,0.02
2022-08-20 10:20:30.184369483 +0000 UTC m=+3480.538553489,1660990830,0.04750000000000001,0.375,8.484,0.6951333333333334,18.136,0.004,0.003181818181818182,0.019913793103448277,0.02185,0.003916666666666666,0.004444954128440367,0.00886,0.0083984375,0.00576923076923077,0.0055681818181818185,0.006666666666666666,0.005227272727272727,0.0228
2022-08-20 10:21:30.211136203 +0000 UTC m=+3540.565320209,1660990890,0.004,0.1,8.232,0.6384666666666667,15.752933333333333,0.005,0.003,0.021076923076923076,0.01983606557377049,0.004200000000000001,0.004043062200956937,0.007536496350364965,0.009149999999999998,0.006,0.0060416666666666665,0.0075,0.006,0.0228
2022-08-20 10:22:30.323849854 +0000 UTC m=+3600.678033860,1660990950,0.004200000000000001,0.2125,9.408,0.6193333333333334,15.5528,0.005,0.0034000000000000002,0.021065573770491803,0.02,0.0035555555555555557,0.0042479108635097495,0.0090625,0.008464912280701755,0.005,0.0062,0.0075,0.005,0.0228
2022-08-20 10:23:30.291124794 +0000 UTC m=+3660.645308807,1660991010,0.0047777777777777775,0.25,8.064,0.7578666666666667,14.029200000000001,0.0034000000000000002,0.0034000000000000002,0.01976027397260274,0.019404761904761904,0.0037619047619047623,0.004285714285714286,0.00774,0.008333333333333331,0.004428571428571428,0.004513513513513513,0.006666666666666667,0.00375,0.0228
2022-08-20 10:24:30.25290192 +0000 UTC m=+3720.607085925,1660991070,0.0075,0.19375,7.896,0.6686666666666666,14.0228,0.003,0.003,0.022321428571428572,0.020416666666666663,0.0040526315789473685,0.004278873239436619,0.008543478260869564,0.008578431372549019,0.003333333333333333,0.0038860759493670885,0.006666666666666666,0.004200000000000001,0.0228
2022-08-20 10:25:30.370111967 +0000 UTC m=+3780.724295972,1660991130,0.01,0.175,8.316,0.7946666666666666,12.7248,0.003,0.003,0.02125,0.02040816326530612,0.0037368421052631578,0.004491525423728813,0.019568965517241386,0.008714285714285716,0.005,0.0062318840579710134,0.0075,0.0075,0.0228
2022-08-20 10:26:30.159338091 +0000 UTC m=+3840.513522095,1660991190,0.0125,0.19375,7.644,0.6726666666666666,17.42066666666667,0.004333333333333333,0.0033529411764705885,0.02193181818181818,0.019905660377358494,0.0042727272727272735,0.00449746192893401,0.008779069767441859,0.009184782608695652,0.006538461538461538,0.005876623376623377,0.0075,0.0044,0.020666666666666667
2022-08-20 10:27:30.510446311 +0000 UTC m=+3900.864630323,1660991250,0.025,0.25,7.56,0.5428666666666667,15.809733333333334,0.006666666666666666,0.0036666666666666666,0.020285714285714285,0.02044117647058824,0.004294117647058824,0.005018587360594795,0.007698019801980198,0.008632075471698112,0.005,0.004428571428571428,0.006666666666666666,0.007,0.0228
2022-08-20 10:28:30.261566071 +0000 UTC m=+3960.615750077,1660991310,0.0042727272727272735,0.15625,8.82,0.6054666666666667,16.6088,0.004333333333333333,0.0038571428571428567,0.01988095238095238,0.02021551724137931,0.0033157894736842108,0.004413105413105413,0.007900763358778626,0.00875,0.007142857142857143,0.00640625,0.008125,0.006071428571428571,0.019600000000000003
2022-08-20 10:29:30.263729908 +0000 UTC m=+4020.617913913,1660991370,0.015,0.29166666666666663,8.316,0.6826,15.435733333333333,0.00625,0.003181818181818182,0.022076271186440677,0.020555555555555553,0.003357142857142857,0.0041498771498771495,0.009742990654205606,0.009166666666666667,0.006875,0.005981012658227848,0.0075,0.00625,0.0228
2022-08-20 10:30:30.392303454 +0000 UTC m=+4080.746487459,1660991430,0.031249999999999997,0.225,8.232,0.6808666666666666,15.887066666666668,0.00625,0.004,0.020140845070422537,0.020735294117647057,0.0037,0.004305039787798408,0.008440366972477065,0.00831896551724138,0.0038000000000000004,0.005365853658536585,0.004,0.0038000000000000004,0.0228
2022-08-20 10:31:30.270595263 +0000 UTC m=+4140.624779278,1660991490,0.0075,0.25,6.3,0.5969333333333333,14.6232,0.00625,0.004,0.02205357142857143,0.020833333333333336,0.003857142857142857,0.0038599999999999997,0.007782608695652174,0.009375,0.005,0.004824561403508772,0.0075,0.004,0.0228
2022-08-20 10:32:30.472143871 +0000 UTC m=+4200.826327883,1660991550,0.003923076923076923,0.75,7.308,0.5681333333333334,14.498266666666666,0.005833333333333333,0.0038571428571428567,0.021710526315789472,0.020673076923076922,0.004846153846153846,0.00426647564469914,0.007823741007194244,0.008936170212765958,0.175,0.17642857142857143,0.0075,0.0045,0.0228
2022-08-20 10:33:30.124325778 +0000 UTC m=+4260.478509802,1660991610,0.004333333333333334,0.75,7.896,0.6944,13.213066666666668,0.0036666666666666666,0.003,0.020766129032258066,0.0194672131147541,0.003823529411764706,0.004626112759643916,0.008492647058823528,0.00898936170212766,0.175,0.1798611111111111,0.0075,0.0067857142857142855,0.019600000000000003
2022-08-20 10:34:30.366955389 +0000 UTC m=+4320.721139404,1660991670,0.1375,0.75,7.812,0.6139333333333333,13.1776,0.0035,0.0032222222222222222,0.01969827586206897,0.020714285714285716,0.0032222222222222222,0.004237458193979932,0.008369565217391305,0.008431372549019607,0.175,0.17575757575757575,0.0075,0.0075,0.0228
2022-08-20 10:35:30.174303474 +0000 UTC m=+4380.528487488,1660991730,0.0375,0.3125,8.484,0.7006666666666667,14.771466666666667,0.0036666666666666666,0.005,0.020104166666666666,0.01969827586206897,0.003384615384615385,0.004042889390519187,0.009774774774774774,0.008446969696969698,0.004200000000000001,0.005041666666666667,0.0075,0.0035,0.0228
2022-08-20 10:36:30.323537893 +0000 UTC m=+4440.677721899,1660991790,0.004200000000000001,0.25,8.484,0.6732666666666667,16.9608,0.004,0.003,0.02096153846153846,0.02,0.0036,0.003973995271867612,0.008141447368421054,0.008928571428571428,0.004,0.004243243243243243,0.005,0.005714285714285714,0.019600000000000003
2022-08-20 10:37:30.572943775 +0000 UTC m=+4500.927127781,1660991850,0.004818181818181819,0.34375,7.812,0.6868,16.3292,0.0034000000000000002,0.003,0.021065573770491803,0.019681818181818182,0.0036956521739130435,0.003992481203007519,0.009922480620155038,0.00961111111111111,0.00625,0.006764705882352941,0.0075,0.004333333333333334,0.0228
2022-08-20 10:38:30.401861195 +0000 UTC m=+4560.756045201,1660991910,0.0035714285714285713,0.175,7.98,0.6078,17.63853333333333,0.006875,0.0038571428571428567,0.021383928571428575,0.0215625,0.003260869565217391,0.004026315789473685,0.009483471074380165,0.008722222222222221,0.006428571428571428,0.006470588235294118,0.006875,0.0084375,0.0228
2022-08-20 10:39:30.527944611 +0000 UTC m=+4620.882128624,1660991970,0.08333333333333333,0.175,7.728,0.6426000000000001,14.3904,0.0075,0.005,0.020805084745762713,0.019375,0.0035,0.004080519480519481,0.008491379310344828,0.008618421052631579,0.0075,0.005807692307692307,0.0075,0.004,0.0228
2022-08-20 10:40:30.169581858 +0000 UTC m=+4680.523765889,1660992030,0.0037058823529411765,0.375,7.224,0.6818666666666666,14.6104,0.0035,0.004333333333333333,0.01905844155844156,0.02056122448979592,0.0041,0.004423180592991914,0.00948529411764706,0.007983870967741936,0.115,0.06630434782608695,0.005833333333333333,0.0036153846153846154,0.0212
2022-08-20 10:41:30.321792827 +0000 UTC m=+4740.675976840,1660992090,0.003999999999999999,0.375,5.964,0.6563333333333333,13.175466666666667,0.004,0.004,0.022228260869565218,0.02046511627906977,0.0034545454545454545,0.003847457627118644,0.010234374999999999,0.008858695652173914,0.1,0.08125,0.00625,0.007,0.0212
2022-08-20 10:42:30.333834201 +0000 UTC m=+4800.688018234,1660992150,0.0031538461538461538,0.5,6.804,0.6254,15.398133333333334,0.005833333333333333,0.0032222222222222222,0.018767605633802815,0.020255102040816327,0.0034761904761904765,0.004142857142857143,0.007744360902255639,0.007824074074074074,0.16666666666666669,0.17279411764705885,0.006875,0.00625,0.0212
2022-08-20 10:43:30.286721945 +0000 UTC m=+4860.640905949,1660992210,0.005,0.75,7.644,0.58,15.237733333333333,0.003,0.003,0.021375,0.020714285714285716,0.0035833333333333333,0.0044772727272727264,0.00914351851851852,0.009017857142857142,0.25,0.175,0.005,0.0036666666666666666,0.0213
