time,timestamp,checkoutservice_shippingservice,gateway_nats,frontend_adservice,checkoutservice_currencyservice,checkoutservice_cartservice,productcatalogservice_mysql,cartservice_redis-cart,frontend_shippingservice,checkoutservice_emailservice,frontend_checkoutservice,checkoutservice_paymentservice,adservice_mysql,frontend_recommendationservice,frontend_productcatalogservice,frontend_cartservice,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,frontend_currencyservice
2022-08-14 02:15:48.28465289 +0000 UTC m=+1200.516454244,1660443348,0.003,0.0228,0.01868421052631579,0.0034000000000000002,0.003,9.279466666666668,0.3564,0.003,0.003,0.175,0.003,4.956,0.0185,0.00529040404040404,0.00319047619047619,0.003,0.004314285714285714,0.008303571428571428
2022-08-14 02:16:48.3475552 +0000 UTC m=+1260.579356556,1660443408,0.003,0.0228,0.019051724137931034,0.003,0.003,10.1928,0.38173333333333337,0.003,0.003,0.09166666666666666,0.003,4.536,0.019183673469387756,0.005073891625615765,0.003051948051948052,0.003,0.004047619047619047,0.006166666666666666
2022-08-14 02:17:48.432077863 +0000 UTC m=+1320.663879216,1660443468,0.003,0.0228,0.019,0.0036666666666666666,0.003,15.396,0.45613333333333334,0.0030666666666666668,0.0035,0.34375,0.003,7.98,0.021785714285714283,0.003154657293497364,0.003084033613445378,0.003,0.003421052631578948,0.00793103448275862
2022-08-14 02:18:48.382154705 +0000 UTC m=+1380.613956058,1660443528,0.003,0.0228,0.017641509433962265,0.05357142857142857,0.003,15.818266666666666,0.6906,0.003,0.003,0.25,0.003,7.392,0.01872448979591837,0.0032794117647058827,0.003052173913043478,0.003235294117647059,0.003384615384615385,0.019642857142857146
2022-08-14 02:19:48.49903058 +0000 UTC m=+1440.730831936,1660443588,0.003,0.0228,0.01820754716981132,0.0048,0.0032222222222222222,15.211466666666666,0.5908666666666667,0.002904761904761905,0.003,0.21249999999999997,0.003,8.568,0.019204545454545453,0.003243809523809524,0.0030530973451327434,0.003333333333333333,0.0033896103896103895,0.004327188940092166
2022-08-14 02:20:48.289513271 +0000 UTC m=+1500.521314624,1660443648,0.0032222222222222222,0.0228,0.0175,0.005,0.0034000000000000002,14.276133333333334,0.5364,0.003,0.003,0.2,0.003,8.316,0.01941860465116279,0.003162790697674419,0.003072072072072072,0.003,0.0034225352112676054,0.0146875
2022-08-14 02:21:48.397859188 +0000 UTC m=+1560.629660552,1660443708,0.0031538461538461538,0.0228,0.019149999999999997,0.0225,0.003,15.374,0.6527999999999999,0.0030666666666666668,0.003,0.2,0.003,6.636,0.021931818181818184,0.003239852398523985,0.003090909090909091,0.0031538461538461538,0.003611111111111111,0.004530612244897959
2022-08-14 02:22:48.22067721 +0000 UTC m=+1620.452478564,1660443768,0.0028461538461538463,0.0228,0.01795,0.003999999999999999,0.003,14.4564,0.7127333333333333,0.003,0.003,0.175,0.003,7.308,0.020988372093023254,0.003140740740740741,0.0030980392156862747,0.003,0.0033733333333333337,0.0055468750000000015
2022-08-14 02:23:48.463784595 +0000 UTC m=+1680.695585949,1660443828,0.003,0.0228,0.017,0.005,0.003,5.628266666666667,0.4734,0.0029,0.003,0.175,0.003,1.176,0.01815217391304348,0.00307843137254902,0.003037735849056604,0.004,0.003521739130434782,0.003781609195402299
2022-08-14 02:24:48.330923057 +0000 UTC m=+1740.562724410,1660443888,0.003,0.0228,0.017894736842105265,0.0045,0.003,6.011466666666666,0.3358,0.003,0.003,0.19,0.003,1.428,0.019642857142857146,0.0030262008733624455,0.0030727272727272725,0.003,0.0033703703703703704,0.004621621621621621
2022-08-14 02:25:48.302128185 +0000 UTC m=+1800.533929539,1660443948,0.003,0.0228,0.018035714285714283,0.004454545454545455,0.003,5.492,0.3462,0.003,0.003333333333333333,0.205,0.003,1.092,0.018625,0.0030821917808219177,0.003,0.003,0.003129032258064516,0.004316129032258064
2022-08-14 02:26:48.398311412 +0000 UTC m=+1860.630112766,1660444008,0.0028461538461538463,0.0228,0.019,0.017500000000000026,0.003,14.436533333333333,0.7685333333333333,0.003,0.003333333333333333,0.1,0.003,7.056,0.019523809523809527,0.0031414913957934993,0.003208333333333333,0.0032222222222222222,0.0031951219512195124,0.005925925925925927
2022-08-14 02:27:48.641584214 +0000 UTC m=+1920.873385567,1660444068,0.003,0.0228,0.018289473684210526,0.05833333333333333,0.003,13.890799999999999,0.6520666666666667,0.003,0.0035,0.225,0.003,7.98,0.01888888888888889,0.003143141153081511,0.0030380952380952386,0.0031666666666666666,0.00327027027027027,0.016290322580645153
2022-08-14 02:28:48.42480621 +0000 UTC m=+1980.656607563,1660444128,0.003,0.0228,0.01826530612244898,0.003333333333333333,0.003,15.2484,0.7278,0.003,0.003,0.21249999999999997,0.003,7.476,0.019183673469387756,0.0032825688073394492,0.0030530973451327434,0.0034000000000000002,0.0034935064935064934,0.004228571428571429
2022-08-14 02:29:48.551340457 +0000 UTC m=+2040.783141810,1660444188,0.003,0.0228,0.017875,0.05681818181818183,0.0031538461538461538,16.987066666666667,0.6156666666666666,0.003,0.003333333333333333,0.22,0.003,7.812,0.01717391304347826,0.0031252006420545747,0.0031206896551724136,0.0033076923076923075,0.0032391304347826086,0.006354166666666668
2022-08-14 02:30:48.491418229 +0000 UTC m=+2100.723219582,1660444248,0.003,0.0228,0.01849056603773585,0.0047777777777777775,0.003,14.684933333333332,0.569,0.003,0.004,0.2125,0.003,6.804,0.018333333333333337,0.0031412213740458017,0.003,0.003,0.0032666666666666664,0.0073000000000000035
2022-08-14 02:31:48.579295544 +0000 UTC m=+2160.811096897,1660444308,0.003,0.0228,0.01870535714285714,0.055,0.003,13.710533333333332,0.6365333333333333,0.003,0.003,0.25,0.003,8.148,0.021079545454545455,0.0032040816326530616,0.003097087378640777,0.0032,0.0035573770491803282,0.011249999999999996
2022-08-14 02:32:48.380618396 +0000 UTC m=+2220.612419750,1660444368,0.003,0.0228,0.017777777777777778,0.055357142857142855,0.003,16.7976,0.5532666666666667,0.003,0.0038000000000000004,0.45833333333333337,0.003,7.728,0.019210526315789473,0.0031548387096774193,0.0030508474576271187,0.003272727272727273,0.0032471910112359553,0.007592592592592593
2022-08-14 02:33:48.509364701 +0000 UTC m=+2280.741166054,1660444428,0.003,0.0228,0.01893617021276596,0.05357142857142857,0.003,13.562933333333332,0.5706666666666667,0.003,0.003,0.25,0.003,8.232,0.018522727272727274,0.0032445759368836292,0.003,0.003,0.00325,0.007720588235294119
2022-08-14 02:34:48.571658281 +0000 UTC m=+2340.803459635,1660444488,0.0026,0.0228,0.019,0.003,0.003,10.532,0.4412,0.003,0.003,0.1,0.003,5.124,0.017297297297297298,0.003479768786127168,0.003,0.0034000000000000002,0.003245614035087719,0.00619318181818182
2022-08-14 02:35:48.430577429 +0000 UTC m=+2400.662378782,1660444548,0.003,0.0228,0.017666666666666667,0.0033333333333333335,0.003,10.932266666666667,0.4734,0.0031,0.0034000000000000002,0.175,0.003,4.704,0.019276315789473687,0.0034912280701754382,0.0031333333333333335,0.003,0.003461538461538461,0.0048
2022-08-14 02:36:48.332414216 +0000 UTC m=+2460.564215569,1660444608,0.0030000000000000005,0.0228,0.0176875,0.0032857142857142855,0.003,11.240266666666667,0.42586666666666667,0.003,0.003,0.25,0.003,5.208,0.02325,0.003690058479532164,0.003128205128205128,0.003,0.0035454545454545456,0.00475
2022-08-14 02:37:48.541416749 +0000 UTC m=+2520.773218102,1660444668,0.003,0.0228,0.018275862068965518,0.0075,0.003,14.956,0.7278666666666667,0.003,0.003,0.175,0.003,7.644,0.0206875,0.0031873873873873877,0.003,0.003333333333333333,0.00341025641025641,0.004717791411042944
2022-08-14 02:38:48.420940708 +0000 UTC m=+2580.652742062,1660444728,0.003,0.0228,0.01916666666666667,0.0036,0.003,13.926266666666667,0.8067333333333333,0.003,0.003,0.175,0.003,7.896,0.02,0.003174242424242424,0.0030934579439252335,0.003,0.0033157894736842108,0.004873170731707317
2022-08-14 02:39:48.369433741 +0000 UTC m=+2640.601235094,1660444788,0.0031538461538461538,0.0228,0.01921875,0.03749999999999999,0.003,15.459866666666667,0.6766666666666666,0.0029333333333333334,0.003,0.19375,0.003,7.728,0.01945652173913044,0.0031818181818181815,0.003,0.003888888888888889,0.003261904761904762,0.03035714285714286
2022-08-14 02:40:48.418275547 +0000 UTC m=+2700.650076911,1660444848,0.003,0.0228,0.017636363636363638,0.004166666666666666,0.003,16.383866666666666,0.6506000000000001,0.003,0.003,0.19375,0.003,8.064,0.018454545454545453,0.0031319796954314724,0.0030341880341880345,0.003,0.00330952380952381,0.004056768558951964
2022-08-14 02:41:48.465999709 +0000 UTC m=+2760.697801063,1660444908,0.003,0.0228,0.018026315789473685,0.0046,0.003,14.102013601813576,0.6502,0.003,0.003,0.225,0.003,6.888918522469663,0.02186046511627907,0.0032304526748971195,0.003074766355140187,0.0032222222222222222,0.0035230769230769235,0.004607843137254902
2022-08-14 02:42:48.333568381 +0000 UTC m=+2820.565369733,1660444968,0.003,0.0228,0.017211538461538462,0.007499999999999998,0.003,13.7652,0.5606666666666666,0.003,0.003,0.25,0.003,7.56,0.019473684210526317,0.0031690721649484535,0.003019417475728155,0.003,0.003166666666666667,0.005187499999999999
2022-08-14 02:43:48.335216514 +0000 UTC m=+2880.567017867,1660445028,0.0034000000000000002,0.0228,0.018138297872340423,0.08333333333333333,0.003,12.5616,0.6762666666666667,0.003,0.003,0.3125,0.003,6.804,0.01957446808510638,0.0030922431865828093,0.003,0.003,0.0033636363636363634,0.04722222222222223
2022-08-14 02:44:48.520371877 +0000 UTC m=+2940.752173230,1660445088,0.003,0.0228,0.018389830508474574,0.05,0.003,12.902933333333333,0.6183333333333334,0.003,0.003,0.175,0.003,7.56,0.019583333333333335,0.0032314410480349344,0.00306,0.003,0.003323529411764706,0.03241525423728813
2022-08-14 02:45:48.318271196 +0000 UTC m=+3000.550072553,1660445148,0.003,0.0228,0.018400000000000003,0.005,0.003,12.946266666666666,0.5111333333333333,0.0030952380952380953,0.003,0.25,0.003,6.216,0.01831818181818182,0.003307692307692308,0.0030631578947368423,0.003,0.003323529411764706,0.008333333333333331
2022-08-14 02:46:48.276868921 +0000 UTC m=+3060.508670275,1660445208,0.003,0.0228,0.01942307692307693,0.003888888888888889,0.003,9.902533333333333,0.4736666666666667,0.003,0.003,0.25,0.003,5.964,0.021120689655172414,0.0032352941176470584,0.0030833333333333333,0.003,0.0032641509433962265,0.004256410256410256
2022-08-14 02:47:48.484571186 +0000 UTC m=+3120.716372539,1660445268,0.003,0.0228,0.018418367346938774,0.005,0.003,10.030266666666666,0.47333333333333333,0.003,0.003,0.175,0.003,5.628,0.019333333333333334,0.0034437689969604867,0.003112676056338028,0.0034000000000000002,0.0034150943396226412,0.004212903225806451
2022-08-14 02:48:48.256021121 +0000 UTC m=+3180.487822474,1660445328,0.003,0.0228,0.017881355932203392,0.004090909090909091,0.003,14.414533333333333,0.6312000000000001,0.003,0.003,0.205,0.003,7.812,0.019705882352941177,0.0031575091575091574,0.0030396039603960397,0.00375,0.003818181818181818,0.004629268292682926
2022-08-14 02:49:48.533323503 +0000 UTC m=+3240.765124857,1660445388,0.0026,0.0228,0.017625,0.0044,0.003,12.9952,0.7753333333333333,0.003,0.004,0.2125,0.003,7.896,0.01962264150943396,0.003126315789473684,0.0030833333333333333,0.003,0.0034375,0.006544117647058825
2022-08-14 02:50:48.470572319 +0000 UTC m=+3300.702373674,1660445448,0.0036666666666666666,0.0228,0.01838235294117647,0.0036666666666666666,0.003,16.135466666666666,0.5674666666666667,0.003,0.003,0.175,0.003,8.988,0.020096153846153847,0.003275862068965517,0.0030508474576271187,0.004,0.003425,0.004172043010752688
2022-08-14 02:51:48.578657697 +0000 UTC m=+3360.810459051,1660445508,0.003,0.0228,0.0181,0.05357142857142857,0.003,15.530133333333334,0.5815333333333333,0.003,0.003,0.75,0.003,7.644,0.020714285714285716,0.0032417153996101363,0.003038095238095238,0.0034000000000000002,0.0035714285714285713,0.004803468208092486
2022-08-14 02:52:48.282687506 +0000 UTC m=+3420.514488860,1660445568,0.0027142857142857142,0.0228,0.019600000000000003,0.0032222222222222222,0.0032857142857142855,13.974533333333333,0.6748666666666667,0.003,0.0035,0.225,0.003,7.14,0.01826530612244898,0.0031869918699186993,0.003,0.0035,0.003305555555555556,0.008833333333333332
2022-08-14 02:53:48.406354487 +0000 UTC m=+3480.638155849,1660445628,0.003,0.0228,0.017763157894736842,0.05,0.003,14.2868,0.610151403988528,0.0030800000000000003,0.003,0.375,0.003,6.72,0.019905660377358487,0.0032642276422764228,0.003019047619047619,0.0031818181818181815,0.0032666666666666664,0.0099375
2022-08-14 02:54:48.297997946 +0000 UTC m=+3540.529799300,1660445688,0.0027142857142857142,0.0228,0.01797872340425532,0.006666666666666666,0.003,15.574133333333334,0.6632666666666667,0.003,0.0032857142857142855,0.2,0.003,7.056,0.02207317073170732,0.003134831460674157,0.0030186915887850463,0.003125,0.0031951219512195124,0.004622857142857143
2022-08-14 02:55:48.413257537 +0000 UTC m=+3600.645058892,1660445748,0.002818181818181818,0.0228,0.01784615384615385,0.0032,0.003,16.6528,0.6759333333333333,0.003,0.003,0.28125,0.003,7.392,0.01875,0.0032504347826086953,0.003032258064516129,0.003235294117647059,0.003444444444444444,0.004818181818181819
2022-08-14 02:56:48.566333839 +0000 UTC m=+3660.798135210,1660445808,0.003,0.0228,0.018617021276595744,0.0035,0.003,14.722533333333333,0.6584666666666666,0.003,0.003,0.22,0.003,6.888,0.0199375,0.003209125475285171,0.003091743119266055,0.003181818181818182,0.003282051282051282,0.004159817351598173
2022-08-14 02:57:48.443468041 +0000 UTC m=+3720.675269394,1660445868,,0.0228,0.019166666666666665,0.004200000000000001,0.003,5.546666666666667,0.5617333333333333,0.003,,,0.003,3.108,0.01875,0.003343195266272189,0.003105263157894737,0.0375,0.0033703703703703704,0.006333333333333333
2022-08-14 02:58:48.709327222 +0000 UTC m=+3780.941128576,1660445928,0.003,0.0228,0.0175,0.0035,0.003,4.296266666666666,0.07886666666666665,0.003,0.003,,0.003,2.352,0.01583333333333333,0.0030365853658536586,0.003076923076923077,0.003,0.00316,0.003709677419354838
2022-08-14 02:59:48.611802963 +0000 UTC m=+3840.843604316,1660445988,0.003,0.0228,0.020178571428571428,0.003,0.003,4.791600000000001,0.1708,0.003,0.003,0.175,0.003,1.848,0.020416666666666666,0.0033870967741935483,0.003058823529411765,0.003,0.0031538461538461538,0.005
2022-08-14 03:00:48.613092702 +0000 UTC m=+3900.844894060,1660446048,0.003181818181818182,0.0228,0.018863636363636367,0.0042727272727272735,0.003,10.862,0.21293333333333334,0.0030714285714285717,0.0034000000000000002,0.25,0.003,4.956,0.01870967741935484,0.0031485411140583556,0.003,0.0034000000000000002,0.003064516129032258,0.004193277310924369
2022-08-14 03:01:48.667299347 +0000 UTC m=+3960.899100709,1660446108,0.003,0.0228,0.0175,0.004200000000000001,0.003,14.628133333333333,0.7068,0.003,0.003,0.2,0.0035,7.476,0.018194444444444444,0.0031919385796545107,0.0030555555555555557,0.0038000000000000004,0.003378378378378378,0.004190243902439024
2022-08-14 03:02:48.63968157 +0000 UTC m=+4020.871482923,1660446168,0.003,0.0228,0.019600000000000003,0.025,0.003,14.430133333333334,0.5816,0.003,0.003,0.25,0.003,7.896,0.021105769230769234,0.0031214421252371916,0.0030185185185185185,0.0032857142857142855,0.0031481481481481477,0.004243243243243243
2022-08-14 03:03:48.523405234 +0000 UTC m=+4080.755206612,1660446228,0.003,0.0228,0.018534482758620692,0.004375,0.003,15.002133333333333,0.6327333333333334,0.003,0.0034000000000000002,0.225,0.003,8.316,0.018017241379310343,0.0030809859154929575,0.003074766355140187,0.003125,0.003116279069767442,0.004825641025641026
2022-08-14 03:04:48.714473101 +0000 UTC m=+4140.946274454,1660446288,0.003,0.0228,0.018516949152542372,0.055,0.003,15.173866666666667,0.5853333333333334,0.003,0.003,0.34375,0.003,8.316,0.01855,0.0030961182994454707,0.003017857142857143,0.003,0.0030941176470588236,0.007187499999999999
2022-08-14 03:05:48.426516703 +0000 UTC m=+4200.658318057,1660446348,0.003,0.0228,0.01796875,0.004076923076923077,0.003,14.452133333333332,0.5940666666666667,0.003,0.003,0.23125,0.003,7.056,0.018597560975609755,0.003221774193548387,0.0030714285714285717,0.003,0.003273972602739726,0.004502762430939227
2022-08-14 03:06:48.515851301 +0000 UTC m=+4260.747652655,1660446408,0.003,0.0228,0.01830357142857143,0.0075,0.003,16.971466666666668,0.6222666666666666,0.003,0.003,0.25,0.003,8.148,0.018516949152542372,0.003202020202020202,0.003033613445378151,0.003090909090909091,0.0034750000000000002,0.004890547263681592
2022-08-14 03:07:48.396665371 +0000 UTC m=+4320.628466725,1660446468,0.003,0.0228,0.019166666666666665,0.005,0.003,16.227733333333333,0.5786,0.003,0.003,0.625,0.003,7.308,0.01897058823529412,0.003150943396226415,0.003034782608695652,0.003333333333333333,0.003088888888888889,0.004759562841530055
2022-08-14 03:08:48.491686245 +0000 UTC m=+4380.723487598,1660446528,0.002777777777777778,0.0228,0.018418367346938774,0.00375,0.003,12.880266666666666,0.7022666666666667,0.003,0.003,0.225,0.003,6.888,0.019642857142857142,0.003206140350877193,0.003086021505376344,0.003,0.0036206896551724136,0.004829787234042554
2022-08-14 03:09:48.589978934 +0000 UTC m=+4440.821780287,1660446588,0.003,0.0228,0.01875,0.0625,0.003,13.9852,0.6617333333333334,0.003,0.0035,0.175,0.003,7.224,0.02027777777777778,0.003203125,0.0030934579439252335,0.003,0.003625,0.0405
2022-08-14 03:10:48.257077575 +0000 UTC m=+4500.488878928,1660446648,0.003,0.0228,0.018166666666666664,0.005,0.003333333333333333,14.198799999999999,0.5094666666666666,0.003,0.003,0.375,0.003,7.056,0.0191875,0.003258333333333333,0.0030943396226415097,0.003,0.003342857142857143,0.004842424242424242
2022-08-14 03:11:48.619817986 +0000 UTC m=+4560.851619340,1660446708,0.003,0.0228,0.017361111111111112,0.004428571428571428,0.003,14.634533333333334,0.6242000000000001,0.003,0.003,0.175,0.003,7.308,0.017067307692307694,0.003133086876155268,0.0030545454545454548,0.003,0.0033116883116883116,0.007803030303030304
2022-08-14 03:12:48.346287186 +0000 UTC m=+4620.578088540,1660446768,0.003,0.0228,0.017794117647058825,0.02125,0.003,14.196666666666665,0.7193333333333334,0.003,0.003,0.225,0.003,7.056,0.020065789473684214,0.00317047817047817,0.003185567010309278,0.0030952380952380953,0.0032222222222222222,0.007027027027027026
2022-08-14 03:13:48.39178363 +0000 UTC m=+4680.623584991,1660446828,0.003,0.0228,0.017638888888888888,0.05,0.003,13.9284,0.5927333333333333,0.003,0.003,0.375,0.003,8.316,0.018265306122448977,0.0032222222222222222,0.0030185185185185185,0.003,0.0035625,0.01262500000000001
2022-08-14 03:14:48.524926557 +0000 UTC m=+4740.756727910,1660446888,0.003,0.0228,0.018181818181818184,0.005,0.003,13.549466666666667,0.558,0.0030689655172413794,0.003,0.3333333333333333,0.003,6.3,0.02024038461538461,0.0031709401709401714,0.003020408163265306,0.0034000000000000002,0.0034375,0.006083333333333334
2022-08-14 03:15:48.517886593 +0000 UTC m=+4800.749687947,1660446948,0.003,0.0228,0.018877551020408164,0.00425,0.003,15.448533333333334,0.7604666666666667,0.003,0.0036666666666666666,0.175,0.003,7.308,0.016875,0.003144620811287478,0.00305607476635514,0.003181818181818182,0.0032117647058823528,0.009062500000000003
2022-08-14 03:16:48.453216411 +0000 UTC m=+4860.685017765,1660447008,0.003,0.0228,0.01861111111111111,0.055,0.003,14.984399999999999,0.6427333333333334,0.003,0.003,0.2125,0.003,7.308,0.02,0.0031480144404332127,0.0030353982300884955,0.003,0.0033513513513513515,0.005810810810810811
2022-08-14 03:17:48.456426924 +0000 UTC m=+4920.688228277,1660447068,0.0026,0.0228,0.017916666666666668,0.003909090909090909,0.0035,14.614666666666666,0.6276,0.003,0.003,0.2125,0.003,7.56,0.019183673469387756,0.003131086142322097,0.003076923076923077,0.0033076923076923075,0.0033513513513513515,0.006209677419354839
2022-08-14 03:18:48.475931781 +0000 UTC m=+4980.707733137,1660447128,0.003,0.0228,0.018389830508474574,0.029166666666666664,0.003,13.600533333333333,0.7501333333333333,0.003,0.003,0.1375,0.003,6.972,0.01733695652173913,0.003182926829268293,0.0030186915887850463,0.0032857142857142855,0.00324,0.0053472222222222246
2022-08-14 03:19:48.249377933 +0000 UTC m=+5040.481179286,1660447188,0.002777777777777778,0.0228,0.016964285714285716,0.003,0.003,12.8412,0.6052000000000001,0.003,0.0036666666666666666,0.125,0.003,7.812,0.017040816326530615,0.00311047619047619,0.0030380952380952386,0.0038000000000000004,0.003207792207792208,0.0052499999999999995
2022-08-14 03:20:48.402935685 +0000 UTC m=+5100.634737038,1660447248,0.003,0.0228,0.018617021276595744,0.06041666666666667,0.003,12.548133333333332,0.5259333333333333,0.003,0.004,,0.003,7.308,0.019,0.0031271929824561403,0.0030412371134020616,0.003,0.0031515151515151513,0.006847826086956521
